gfst_name,gfst_classes
researchmethod,"class researchmethod(GeneralSemanticType):

    def __init__(self):
        self.description = 'Method used in the research'
        self.format = 'The research method should be a string'
        self.examples = ['quantitative', 'quantitative, cross sectional, factor analysis', 'quantitative, descriptive', 'quantitative, cohort study, ANOVA, t-test', 'quantitative, cross sectional, correlation']

    def super_cast(self, val):
        if pd.isna(val):
            return float('nan')
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, str) or np.isnan(casted_val):
            return True
        else:
            return False"
authorcount,"class authorcount(GeneralSemanticType):

    def __init__(self):
        self.description = 'Number of authors for the paper'
        self.format = 'Number of authors should be an integer'
        self.examples = [1, 2, 3, 4, 5]

    def super_cast(self, val):
        return int(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 1:
            return True
        else:
            return False"
countrycount,"class countrycount(GeneralSemanticType):
    def __init__(self):
        self.description = ""The count of different countries""
        self.format = ""Count should be formatted as an integer""
        self.examples = [1, 2, 3, 4, 50]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            if math.isnan(val):
                return float('nan')
            else:
                raise Exception('Invalid value')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        elif math.isnan(casted_val):
            return True
        else:
            return False"
confirmedcases,"class confirmedcases(GeneralSemanticType):

    def __init__(self):
        self.description = 'Number of confirmed COVID-19 cases'
        self.format = 'The number of cases should be stored as integers'
        self.examples = [1, 50, 100, 500, 1000]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            return ""Invalid data""

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
recoveredcases,"class recoveredcases(GeneralSemanticType):

    def __init__(self):
        self.description = 'Number of recovered COVID-19 cases'
        self.format = 'The number of cases should be stored as integers'
        self.examples = [1, 20, 50, 100, 500]

    def super_cast(self, val):
        if pd.isnull(val):
            return np.nan
        try:
            return int(val)
        except ValueError:
            raise Exception(""Value cannot be converted to integer."")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if pd.isnull(casted_val):
            return True
        elif isinstance(casted_val, int) and casted_val >= 0:
            return True
        else:
            return False"
deathcases,"class deathcases(GeneralSemanticType):
    
    def __init__(self):
        self.description = 'Number of COVID-19 related deaths'
        self.format = 'The number of cases should be stored as integers'
        self.examples = [1, 10, 50, 100, 500]

    def super_cast(self, val):
        try:
            return int(val)
        except ValueError:
            raise Exception(""Cannot cast the value to integer"")

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val < 0:
            raise Exception(""Invalid number of deaths. It cannot be less than 0"")
        elif isinstance(casted_val, int):
            return True
        else:
            raise Exception(""Invalid input. Expected an integer."")"
questionnumber,"class questionnumber(GeneralSemanticType):
    def __init__(self):
        self.description = 'Identifier for a question'
        self.format = 'Only alphanumeric characters and underscores are allowed'
        self.examples = ['Q1', 'Q1_4_TEXT', 'Q2', 'Q3', 'Q4']

    def super_cast(self, val):
        return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        pattern = re.compile('^[A-Za-z0-9_]*$')
        if pattern.match(casted_val):
            return True
        else:
            return False"
datatype,"class datatype(GeneralSemanticType):
    def __init__(self):
        self.description = 'Data Type'
        self.format = 'Type should be a lowercase string'
        self.examples = ['numeric', 'factor', 'cs_id', 'ts_id']

    def super_cast(self, val):
        return str(val).lower()

    def validate(self, val):
        casted_val = self.super_cast(val)
        if casted_val in self.examples:
            return True
        else:
            return False"
options,"class options(GeneralSemanticType):

    def __init__(self):
        self.description = 'Options for answering a question'
        self.format = 'Only alphanumeric characters, commas, and curly braces are allowed'
        self.examples = ['{1, Male}...', 'None', '{1, 17}...', '{1, Asian/Asian British}...', '{1, Medicine}...']

    def super_cast(self, val):
        if pd.isna(val):
            return 'None'
        else:
            return str(val)

    def validate(self, val):
        casted_val = self.super_cast(val)
        if re.match(""^[A-Za-z0-9,{} ]+$"", casted_val):
            return True
        else:
            return False"
subjectnumber,"class subjectnumber(GeneralSemanticType):
    def __init__(self):
        self.description = 'A unique identifier for each subject in the study'
        self.format = 'Subject numbers are positive integers'
        self.examples = [1.0, 2.0, 3.0, 4.0, 5.0]

    def super_cast(self, val):
        try:
            float_val = float(val)
            if float_val.is_integer() and float_val > 0:
                return float_val
            else:
                raise Exception()
        except:
            raise ValueError('Value cannot be casted to a positive integer')

    def validate(self, val):
        casted_val = self.super_cast(val)
        if isinstance(casted_val, float) and casted_val.is_integer() and casted_val > 0:
            return True
        else:
            return False"
